sp,status,date2,iv,mean,sd,se
Pinus pinaster,Decaimiento,2018-01-01,evi,0.3011307347601592,0.058526045695572695,0.005631671372823872
Pinus pinaster,Decaimiento,2018-01-01,nbr,0.290345046448095,0.13793198311911178,0.01327251126394635
Pinus pinaster,Decaimiento,2018-01-01,ndvi,0.6588095058102305,0.10903060485459554,0.01049147484378474
Pinus pinaster,Decaimiento,2018-02-01,evi,0.2856233195274747,0.06172391978243538,0.0053123491862225505
Pinus pinaster,Decaimiento,2018-02-01,nbr,0.227262592708333,0.16024519331430875,0.013791710333691243
Pinus pinaster,Decaimiento,2018-02-01,ndvi,0.5881833269767816,0.11186056520970644,0.009627424581212041
Pinus pinaster,Decaimiento,2018-04-01,evi,0.27165569367619385,0.042853024765907854,0.0047614471962119835
Pinus pinaster,Decaimiento,2018-04-01,nbr,0.15872432879070283,0.11174235191004835,0.01241581687889426
Pinus pinaster,Decaimiento,2018-04-01,ndvi,0.5466420676237015,0.09267595402502982,0.010297328225003313
Pinus pinaster,Decaimiento,2018-05-01,evi,0.28688489307536175,0.0331790433570285,0.004515095909911092
Pinus pinaster,Decaimiento,2018-05-01,nbr,0.14680923686471195,0.08741773518127133,0.011896046981325572
Pinus pinaster,Decaimiento,2018-05-01,ndvi,0.5337445264944579,0.07825156815790897,0.010648689642194264
Pinus pinaster,Decaimiento,2018-06-01,evi,0.30533048517288475,0.037754663231933015,0.0027462476523476055
Pinus pinaster,Decaimiento,2018-06-01,nbr,0.1649075173539467,0.07796496600491798,0.005671116797971356
Pinus pinaster,Decaimiento,2018-06-01,ndvi,0.5253096718245303,0.07386305378185046,0.005372746587554348
Pinus pinaster,Decaimiento,2018-07-01,evi,0.27779173463636814,0.04006250439681148,0.0025700108553232967
Pinus pinaster,Decaimiento,2018-07-01,nbr,0.12517007818743445,0.08297144478584949,0.005322620664684708
Pinus pinaster,Decaimiento,2018-07-01,ndvi,0.4675020267953604,0.07537920444444587,0.004835578219700073
Pinus pinaster,Decaimiento,2018-08-01,evi,0.2440652939771545,0.05424257662874802,0.003690739863173578
Pinus pinaster,Decaimiento,2018-08-01,nbr,0.13212146796690535,0.09436534471825314,0.006420748443376661
Pinus pinaster,Decaimiento,2018-08-01,ndvi,0.42626119638087306,0.1180325882944458,0.008031100398372078
Pinus pinaster,Decaimiento,2018-09-01,evi,0.250048260195575,0.047359699244202316,0.0033828356603001655
Pinus pinaster,Decaimiento,2018-09-01,nbr,0.1587864686878266,0.10305415925000741,0.0073610113750005295
Pinus pinaster,Decaimiento,2018-09-01,ndvi,0.4897467571255794,0.0962321554509214,0.006873725389351528
Pinus pinaster,Decaimiento,2018-10-01,evi,0.22907367536645837,0.08939400689076253,0.007023456496655016
Pinus pinaster,Decaimiento,2018-10-01,nbr,0.20824119516640485,0.11157024238607507,0.008765786107757828
Pinus pinaster,Decaimiento,2018-10-01,ndvi,0.545779660246171,0.10826077931810223,0.008505770132485602
Pinus pinaster,Decaimiento,2018-11-01,evi,0.3833542553458742,0.05856907828661799,0.011271624371655721
Pinus pinaster,Decaimiento,2018-11-01,nbr,0.45786053162449575,0.10019268389744229,0.019282091006339794
Pinus pinaster,Decaimiento,2018-11-01,ndvi,0.6646769728639672,0.057848349789468366,0.011132920107708397
Pinus pinaster,Decaimiento,2018-12-01,evi,0.33938512540740856,0.04414191390749542,0.008495115292345921
Pinus pinaster,Decaimiento,2018-12-01,nbr,0.4358267576165789,0.07873091434831603,0.015151771530848542
Pinus pinaster,Decaimiento,2018-12-01,ndvi,0.6988499388402561,0.07740872104294083,0.014897315310588846
Pinus pinaster,Decaimiento,2019-01-01,evi,0.34761786840837194,0.09458290665379951,0.006879894114126645
Pinus pinaster,Decaimiento,2019-01-01,nbr,0.34073901525186545,0.13347001308116152,0.00970851488811379
Pinus pinaster,Decaimiento,2019-01-01,ndvi,0.611337707278385,0.21960526221934884,0.015973932335409398
Pinus pinaster,Decaimiento,2019-02-01,evi,0.30162524315358724,0.050284186584200995,0.0034214055350609953
Pinus pinaster,Decaimiento,2019-02-01,nbr,0.3152650629558917,0.10927334451970355,0.007435109348906285
Pinus pinaster,Decaimiento,2019-02-01,ndvi,0.627479696242911,0.09934609163768872,0.006759645345892116
Pinus pinaster,Decaimiento,2019-03-01,evi,0.2934941236983065,0.04278106215450852,0.0029108825814677286
Pinus pinaster,Decaimiento,2019-03-01,nbr,0.23549166967521584,0.09713469584165245,0.0066091789203469855
Pinus pinaster,Decaimiento,2019-03-01,ndvi,0.5763795720681119,0.09934475926163185,0.006759554689184204
Pinus pinaster,Decaimiento,2019-04-01,evi,0.28426161590661847,0.04112102105375399,0.0035391339937829724
Pinus pinaster,Decaimiento,2019-04-01,nbr,0.1897511298734436,0.08767377719031685,0.007545757310159931
Pinus pinaster,Decaimiento,2019-04-01,ndvi,0.5481879739563356,0.08951969413000442,0.007704628544957533
Pinus pinaster,Decaimiento,2019-05-01,evi,0.2867357413654848,0.03967958321715107,0.003415074777432832
Pinus pinaster,Decaimiento,2019-05-01,nbr,0.16302836262255616,0.0841858101504792,0.007245560904439672
Pinus pinaster,Decaimiento,2019-05-01,ndvi,0.5144771736278755,0.0895981828732273,0.007711383780410132
Pinus pinaster,Decaimiento,2019-06-01,evi,0.2531377348014069,0.03358376546407394,0.0026385898108250293
Pinus pinaster,Decaimiento,2019-06-01,nbr,0.11651806338292649,0.06961935173258235,0.0054698128568800445
Pinus pinaster,Decaimiento,2019-06-01,ndvi,0.4392286910843056,0.07713181292667326,0.006060047551740319
Pinus pinaster,Decaimiento,2019-07-01,evi,0.22955348191585384,0.03038396422838647,0.0017630564238397632
Pinus pinaster,Decaimiento,2019-07-01,nbr,0.11465544105788791,0.0729239763005526,0.004231478285789686
Pinus pinaster,Decaimiento,2019-07-01,ndvi,0.4050628364267311,0.06701750468501559,0.003888750041189171
Pinus pinaster,Decaimiento,2019-08-01,evi,0.21687344039123363,0.08416654692209244,0.0053992865024701485
Pinus pinaster,Decaimiento,2019-08-01,nbr,0.12432846500463095,0.09189050722203229,0.005894778786734622
Pinus pinaster,Decaimiento,2019-08-01,ndvi,0.40340595738749024,0.1522852310555614,0.009769102127059193
Pinus pinaster,Decaimiento,2019-09-01,evi,0.2400309380725666,0.03238913015284234,0.002077763668062372
Pinus pinaster,Decaimiento,2019-09-01,nbr,0.14295079426616666,0.08063723362026226,0.005172880948596128
Pinus pinaster,Decaimiento,2019-09-01,ndvi,0.4639558253681828,0.09019650139719658,0.005786108262403767
Pinus pinaster,Decaimiento,2019-10-01,evi,0.2553630879665232,0.06030429288256528,0.005190167156421996
Pinus pinaster,Decaimiento,2019-10-01,nbr,0.2510041077574536,0.1000981141916113,0.008615073983352864
Pinus pinaster,Decaimiento,2019-10-01,ndvi,0.5416356504299662,0.10118418458795707,0.00870854804019411
Pinus pinaster,Decaimiento,2019-11-01,evi,0.2797753723963396,0.04265364478481332,0.004739293864979258
Pinus pinaster,Decaimiento,2019-11-01,nbr,0.32771982465339883,0.09916460259319514,0.011018289177021683
Pinus pinaster,Decaimiento,2019-11-01,ndvi,0.616097605489569,0.08525055325761798,0.009472283695290885
Pinus pinaster,Decaimiento,2019-12-01,evi,0.29928586670395535,0.04248573032485068,0.005781575591409664
Pinus pinaster,Decaimiento,2019-12-01,nbr,0.3424290860381966,0.08633637357189068,0.01174889230519127
Pinus pinaster,Decaimiento,2019-12-01,ndvi,0.6616410351950793,0.07721794552958151,0.010508031418527781
Pinus pinaster,Decaimiento,2020-01-01,evi,0.29294186685346635,0.04281891532046634,0.0036852654653073726
Pinus pinaster,Decaimiento,2020-01-01,nbr,0.31327730326269676,0.0901083219357348,0.007755289560262163
Pinus pinaster,Decaimiento,2020-01-01,ndvi,0.6353244650556964,0.08606571115160366,0.007407357021547977
Pinus pinaster,Decaimiento,2020-02-01,evi,0.27084998266275145,0.03382787816194681,0.0032550890938189752
Pinus pinaster,Decaimiento,2020-02-01,nbr,0.23244591805682926,0.08599572366092587,0.00827494236746537
Pinus pinaster,Decaimiento,2020-02-01,ndvi,0.5983972352561776,0.09079949881025087,0.008737185846730241
Pinus pinaster,Decaimiento,2020-03-01,evi,0.2867357804836315,0.03541803690439043,0.006816204380305972
Pinus pinaster,Decaimiento,2020-03-01,nbr,0.19417695306738386,0.09160601372714595,0.017629585561585424
Pinus pinaster,Decaimiento,2020-03-01,ndvi,0.5555365551345024,0.07665511014525091,0.014752282825707008
Pinus pinaster,Decaimiento,2020-04-01,evi,0.2954850316653965,0.03368391616777994,0.006482472688942844
Pinus pinaster,Decaimiento,2020-04-01,nbr,0.22380100728852548,0.08725042182042733,0.016791351508310706
Pinus pinaster,Decaimiento,2020-04-01,ndvi,0.5730432215756047,0.07668627381758229,0.014758280277243496
Pinus pinaster,Decaimiento,2020-05-01,evi,0.31123610841821203,0.039763828244999876,0.003124141399775176
Pinus pinaster,Decaimiento,2020-05-01,nbr,0.20631220333995692,0.08466536869604782,0.006651939592959406
Pinus pinaster,Decaimiento,2020-05-01,ndvi,0.5439018267655232,0.07526099761394668,0.005913062419076252
Pinus pinaster,Decaimiento,2020-06-01,evi,0.25855578762440057,0.060952249567870584,0.003910088632858148
Pinus pinaster,Decaimiento,2020-06-01,nbr,0.15348037215704485,0.08288385078295202,0.005317001506778902
Pinus pinaster,Decaimiento,2020-06-01,ndvi,0.5118602149330879,0.08584836688844999,0.005507175303615151
Pinus pinaster,Decaimiento,2020-07-01,evi,0.23823064286145396,0.034111129744916806,0.0019793285026652664
Pinus pinaster,Decaimiento,2020-07-01,nbr,0.105997085977516,0.06080778895463861,0.0035284257883574214
Pinus pinaster,Decaimiento,2020-07-01,ndvi,0.4424881203213333,0.07260653153388119,0.004213058272163832
Pinus pinaster,Decaimiento,2020-08-01,evi,0.24596902915770053,0.050279407975823635,0.00305990732515153
Pinus pinaster,Decaimiento,2020-08-01,nbr,0.1225117654474553,0.06942803461134524,0.0042252556310981345
Pinus pinaster,Decaimiento,2020-08-01,ndvi,0.4472098864786074,0.09456494783618512,0.005755039453241993
Pinus pinaster,Decaimiento,2020-09-01,evi,0.24516121399576102,0.03799796986231645,0.002985402462329558
Pinus pinaster,Decaimiento,2020-09-01,nbr,0.1610856552105973,0.09009869354743419,0.007078821909271039
Pinus pinaster,Decaimiento,2020-09-01,ndvi,0.49847915357987654,0.1004034512393505,0.007888440136208624
Pinus pinaster,Decaimiento,2020-10-01,evi,0.29393427189779014,0.04161578292787137,0.004004480579323928
Pinus pinaster,Decaimiento,2020-10-01,nbr,0.266415656047506,0.09888041806389272,0.009514772664461865
Pinus pinaster,Decaimiento,2020-10-01,ndvi,0.5807485205076622,0.09513078294758784,0.009153963857168284
Pinus pinaster,Decaimiento,2020-11-01,evi,0.28784723458662537,0.041363191347895845,0.005628817385302709
Pinus pinaster,Decaimiento,2020-11-01,nbr,0.352650798904082,0.0849639639941504,0.011562131017215038
Pinus pinaster,Decaimiento,2020-11-01,ndvi,0.6630887890119892,0.08188328493279834,0.01114290369712677
Pinus pinaster,Decaimiento,2020-12-01,evi,0.29110888987258715,0.04543710337714224,0.008744374621996643
Pinus pinaster,Decaimiento,2020-12-01,nbr,0.39722657463536787,0.0682062821381955,0.013126305117636912
Pinus pinaster,Decaimiento,2020-12-01,ndvi,0.6330539489344339,0.07396130358348947,0.014233859511181092
Pinus pinaster,Decaimiento,2021-01-01,evi,0.314864269814353,0.05501277894226961,0.004001590852267034
Pinus pinaster,Decaimiento,2021-01-01,nbr,0.4741586288516587,0.160237737104757,0.011655580309063222
Pinus pinaster,Decaimiento,2021-01-01,ndvi,0.6183425663270887,0.16662000020745912,0.012119821638797447
Pinus pinaster,Decaimiento,2021-02-01,evi,0.2765279670572693,0.045195921595351754,0.008697959166449852
Pinus pinaster,Decaimiento,2021-02-01,nbr,0.3865456707726304,0.08108943980290612,0.015605669966214599
Pinus pinaster,Decaimiento,2021-02-01,ndvi,0.6761485162207325,0.07478677321649112,0.014392721216121547
Pinus pinaster,Decaimiento,2021-03-01,evi,0.2468157419921991,0.08341865422635807,0.008026963745504023
Pinus pinaster,Decaimiento,2021-03-01,nbr,0.263267005275661,0.12272941702952778,0.01180964365991395
Pinus pinaster,Decaimiento,2021-03-01,ndvi,0.5634595035226123,0.11961040738971368,0.011509516817388666
Pinus pinaster,Decaimiento,2021-04-01,evi,0.27581114005592927,0.03290572382868604,0.0036561915365206712
Pinus pinaster,Decaimiento,2021-04-01,nbr,0.20877433308138088,0.07259238993213166,0.008065821103570184
Pinus pinaster,Decaimiento,2021-04-01,ndvi,0.5520288127745129,0.07915524485750623,0.008795027206389581
Pinus pinaster,Decaimiento,2021-05-01,evi,0.27948677694633334,0.039619000921789334,0.0038123401412031837
Pinus pinaster,Decaimiento,2021-05-01,nbr,0.20486977736876738,0.07170173979177084,0.006899503128357232
Pinus pinaster,Decaimiento,2021-05-01,ndvi,0.5263370140135638,0.10663164953340963,0.010260635260374646
Pinus pinaster,Decaimiento,2021-06-01,evi,0.2700971697326849,0.03548533455845158,0.003054091328432922
Pinus pinaster,Decaimiento,2021-06-01,nbr,0.13906241592547391,0.06598668116609055,0.005679229271728163
Pinus pinaster,Decaimiento,2021-06-01,ndvi,0.5257675189636611,0.08131983647395055,0.006998897163998243
Pinus pinaster,Decaimiento,2021-07-01,evi,0.26377955500393213,0.03811902400645952,0.0022118901154544826
Pinus pinaster,Decaimiento,2021-07-01,nbr,0.11566974433321547,0.06503245581288257,0.0037735658229830315
Pinus pinaster,Decaimiento,2021-07-01,ndvi,0.49838468561069355,0.07754131702464001,0.0044994035691223264
Pinus pinaster,Decaimiento,2021-08-01,evi,0.2388099090838134,0.039117389158963935,0.0023335477965772252
Pinus pinaster,Decaimiento,2021-08-01,nbr,0.11506912256458278,0.07557106382710715,0.004508191708861317
Pinus pinaster,Decaimiento,2021-08-01,ndvi,0.46980256005263415,0.08736325870163354,0.005211655077912738
Pinus pinaster,Decaimiento,2021-09-01,evi,0.16727345324820117,0.13847373029192844,0.014132915916458459
Pinus pinaster,Decaimiento,2021-09-01,nbr,0.21886873397086373,0.10348467927640445,0.010561860850948318
Pinus pinaster,Decaimiento,2021-09-01,ndvi,0.5930087089544651,0.13955612803156336,0.014243387673160435
Pinus pinaster,Decaimiento,2021-10-01,evi,0.2793472546876697,0.030410536831013028,0.002617322282127572
Pinus pinaster,Decaimiento,2021-10-01,nbr,0.2563433688167127,0.0762294235341881,0.006560784174197828
Pinus pinaster,Decaimiento,2021-10-01,ndvi,0.6433246030987542,0.09003430309432531,0.0077489190327047295
Pinus pinaster,Decaimiento,2021-11-01,evi,0.2942941559574469,0.039595063748598794,0.0034078004997854256
Pinus pinaster,Decaimiento,2021-11-01,nbr,0.31495792858473415,0.08653241614129677,0.007447524591607383
Pinus pinaster,Decaimiento,2021-11-01,ndvi,0.6712368047033621,0.08579666591924257,0.007384201294785509
Pinus pinaster,Decaimiento,2021-12-01,evi,0.29521166377386765,0.042686737982268935,0.00474297088691877
Pinus pinaster,Decaimiento,2021-12-01,nbr,0.3886557098973975,0.0723197093046253,0.008035523256069477
Pinus pinaster,Decaimiento,2021-12-01,ndvi,0.7005801461587572,0.0828703479016888,0.009207816433520978
Pinus pinaster,Decaimiento,2022-01-01,evi,0.2930268449028576,0.04344098152524256,0.0031598664460730512
Pinus pinaster,Decaimiento,2022-01-01,nbr,0.3592114536153025,0.10013104798250541,0.007283462012620417
Pinus pinaster,Decaimiento,2022-01-01,ndvi,0.6969297185092193,0.09644672395091695,0.007015466873580751
Pinus pinaster,Decaimiento,2022-02-01,evi,0.28993048218499995,0.03548813412479667,0.002414661681366753
Pinus pinaster,Decaimiento,2022-02-01,nbr,0.2753416047787197,0.08225969508687615,0.005597063315549303
Pinus pinaster,Decaimiento,2022-02-01,ndvi,0.6172488217932874,0.09582730269171319,0.0065202220839425075
Pinus pinaster,Decaimiento,2022-03-01,evi,0.2782965973792107,0.03532226593448963,0.0067977732485550455
Pinus pinaster,Decaimiento,2022-03-01,nbr,0.3050871385683019,0.07356448478351446,0.014157491697519401
Pinus pinaster,Decaimiento,2022-03-01,ndvi,0.619302481224377,0.07596628012272023,0.014619717426062348
Pinus pinaster,Decaimiento,2022-04-01,evi,0.28718086029310225,0.027759447270834715,0.002389152821774795
Pinus pinaster,Decaimiento,2022-04-01,nbr,0.2040590752833314,0.07143634576919392,0.006148261721733394
Pinus pinaster,Decaimiento,2022-04-01,ndvi,0.6004569742424464,0.0715735498754465,0.006160070371034449
Pinus pinaster,Decaimiento,2022-05-01,evi,0.2995270079216833,0.029764819584744105,0.0018114292340706555
Pinus pinaster,Decaimiento,2022-05-01,nbr,0.1957253075341688,0.0674167925991738,0.004102855340134981
Pinus pinaster,Decaimiento,2022-05-01,ndvi,0.5625792965776888,0.07632471617854494,0.004644974305129841
Pinus pinaster,Decaimiento,2022-06-01,evi,0.250337663048339,0.0577057867420138,0.004966523356258138
Pinus pinaster,Decaimiento,2022-06-01,nbr,0.12162482597600713,0.10118159948791827,0.008708325550207474
Pinus pinaster,Decaimiento,2022-06-01,ndvi,0.44382390590957654,0.13819255156883636,0.011893721128800286
Pinus pinaster,Decaimiento,2022-07-01,evi,0.24247633485243447,0.02690882915767712,0.001637619191745833
Pinus pinaster,Decaimiento,2022-07-01,nbr,0.10030077546675063,0.06593518680552143,0.004012687682966787
Pinus pinaster,Decaimiento,2022-07-01,ndvi,0.45749487035326725,0.07037703463177679,0.004283009933127381
Pinus pinaster,Decaimiento,2022-08-01,evi,0.1900876970803934,0.3419184829421699,0.01825025847512195
Pinus pinaster,Decaimiento,2022-08-01,nbr,0.12232544900995286,0.08195029554094412,0.004374183176250882
Pinus pinaster,Decaimiento,2022-08-01,ndvi,0.39142605078113996,0.13880777150999865,0.007409010728564819
Pinus pinaster,Decaimiento,2022-09-01,evi,0.2596127869399683,0.03810385327485746,0.00366654499090016
Pinus pinaster,Decaimiento,2022-09-01,nbr,0.198590456690242,0.09427763092732626,0.009071869265742
Pinus pinaster,Decaimiento,2022-09-01,ndvi,0.5238834876265523,0.09307048022280065,0.008955711135040283
Pinus pinaster,Decaimiento,2022-10-01,evi,0.30937608648133674,0.08819033589182242,0.00848611902784453
Pinus pinaster,Decaimiento,2022-10-01,nbr,0.18504671428374866,0.11093505527152947,0.010674730670597259
Pinus pinaster,Decaimiento,2022-10-01,ndvi,0.4779008961650442,0.18835169208224692,0.018124150021001127
Pinus pinaster,Decaimiento,2022-11-01,evi,0.30163230874013686,0.03849033450498431,0.007407468329217144
Pinus pinaster,Decaimiento,2022-11-01,nbr,0.4027940652812003,0.059162157709191476,0.01138576255974693
Pinus pinaster,Decaimiento,2022-11-01,ndvi,0.7096352905815917,0.07356236237912346,0.01415708324060391
Pinus pinaster,Decaimiento,2022-12-01,evi,0.29558383123654525,0.047245219996636306,0.009092346827660353
Pinus pinaster,Decaimiento,2022-12-01,nbr,0.432239540147915,0.09431242264077058,0.018150434199858217
Pinus pinaster,Decaimiento,2022-12-01,ndvi,0.7221319164700002,0.08597925366731934,0.016546715083183314
Pinus pinaster,Decaimiento,2023-01-01,evi,0.3067740019576601,0.045040840603760235,0.0043340569078513325
Pinus pinaster,Decaimiento,2023-01-01,nbr,0.3766179840475762,0.08422202683860494,0.00810426831116074
Pinus pinaster,Decaimiento,2023-01-01,ndvi,0.7007520360038274,0.09210564798610262,0.008862870109776875
Pinus pinaster,Decaimiento,2023-02-01,evi,0.3335929775738748,0.08837594795347921,0.007606190547313743
Pinus pinaster,Decaimiento,2023-02-01,nbr,0.29154174049032233,0.10379925497530611,0.00893361746373551
Pinus pinaster,Decaimiento,2023-02-01,ndvi,0.5598636411166193,0.21203185874012326,0.018248796839242243
Pinus pinaster,Decaimiento,2023-03-01,evi,0.30018693463087043,0.03566836646810926,0.0030698442070535605
Pinus pinaster,Decaimiento,2023-03-01,nbr,0.26721579447152155,0.08247392126655799,0.007098224968040018
Pinus pinaster,Decaimiento,2023-03-01,ndvi,0.6342669834621417,0.08568127931804619,0.007374270397345308
Pinus pinaster,Decaimiento,2023-04-01,evi,0.35623827600812885,0.35992135952990556,0.026180426575828693
Pinus pinaster,Decaimiento,2023-04-01,nbr,0.20442263201788471,0.0781636449065875,0.005685568561556932
Pinus pinaster,Decaimiento,2023-04-01,ndvi,0.5197309964092355,0.15327798141290866,0.011149332574518861
Pinus pinaster,Decaimiento,2023-05-01,evi,0.2756487375116644,0.0316350021345032,0.003044079499694968
Pinus pinaster,Decaimiento,2023-05-01,nbr,0.16375865113975135,0.062112225331512574,0.005976751669185913
Pinus pinaster,Decaimiento,2023-05-01,ndvi,0.4977920595380043,0.08586740412941367,0.008262594814788561
Pinus pinaster,Decaimiento,2023-06-01,evi,0.2792123016090685,0.042969058672727545,0.0036981877475929592
Pinus pinaster,Decaimiento,2023-06-01,nbr,0.11173806422742198,0.06133874919157351,0.00527919897991462
Pinus pinaster,Decaimiento,2023-06-01,ndvi,0.4912120828850861,0.08619102187005705,0.007418142051007338
Pinus pinaster,Decaimiento,2023-07-01,evi,0.2382237378145107,0.07604403894702397,0.00487822737292563
Pinus pinaster,Decaimiento,2023-07-01,nbr,0.09294662918095506,0.1200176289305199,0.007699134485615142
Pinus pinaster,Decaimiento,2023-07-01,ndvi,0.4898954989503494,0.13161066209303018,0.008442827909737317
Pinus pinaster,Decaimiento,2023-08-01,evi,0.24541575242253197,0.02818047398098715,0.0018077782487571307
Pinus pinaster,Decaimiento,2023-08-01,nbr,0.10558419330538207,0.062134303735790285,0.003985917443085388
Pinus pinaster,Decaimiento,2023-08-01,ndvi,0.4970335463080116,0.07594754926145034,0.004872037556710079
Pinus pinaster,Decaimiento,2023-09-01,evi,0.15367802072743467,0.4215551979044171,0.028683198146772285
Pinus pinaster,Decaimiento,2023-09-01,nbr,0.2134774868484778,0.10981832151703998,0.007472190336823739
Pinus pinaster,Decaimiento,2023-09-01,ndvi,0.47807088592329344,0.2691520461896768,0.018313477121964374
Pinus pinaster,Decaimiento,2023-10-01,evi,0.3275300218102784,0.03966388086147362,0.0038166587154128398
Pinus pinaster,Decaimiento,2023-10-01,nbr,0.33036204630715826,0.11428965429844526,0.010997527112466106
Pinus pinaster,Decaimiento,2023-10-01,ndvi,0.6658990787693422,0.09416746557620612,0.009061268599887902
Pinus pinaster,Decaimiento,2023-11-01,evi,0.28839867137024316,0.07781203869828011,0.00864578207758668
Pinus pinaster,Decaimiento,2023-11-01,nbr,0.3972352484183558,0.10885271862511502,0.012094746513901668
Pinus pinaster,Decaimiento,2023-11-01,ndvi,0.6907315856009256,0.12158582044929371,0.01350953560547708
Pinus pinaster,Decaimiento,2023-12-01,evi,0.3261248774359724,0.04644515223382196,0.0036490757886418926
Pinus pinaster,Decaimiento,2023-12-01,nbr,0.46939156442696317,0.06874745894988109,0.005401310490311636
Pinus pinaster,Decaimiento,2023-12-01,ndvi,0.752459836420258,0.09939308389430754,0.007809058180523142
Pinus pinaster,Sanos,2017-06-01,evi,0.22931910640508682,0.04586141850773099,0.014502653921063036
Pinus pinaster,Sanos,2017-06-01,nbr,0.05934126239202822,0.09901825863299477,0.03131232272238941
Pinus pinaster,Sanos,2017-06-01,ndvi,0.43474722259555293,0.11790668654262138,0.03728536808382072
Pinus pinaster,Sanos,2017-07-01,evi,0.24408560110450953,0.046295290475789834,0.010351941654196464
Pinus pinaster,Sanos,2017-07-01,nbr,0.050976365530325446,0.09300094788453393,0.020795644144173314
Pinus pinaster,Sanos,2017-07-01,ndvi,0.4775601927212132,0.10361783340862289,0.02316965191829295
Pinus pinaster,Sanos,2017-08-01,evi,0.1769268408619248,0.09855241609742157,0.0254461244182545
Pinus pinaster,Sanos,2017-08-01,nbr,0.06487989539626865,0.15644981181795067,0.04039516771254715
Pinus pinaster,Sanos,2017-08-01,ndvi,0.44843961102686586,0.14271559221511276,0.036849007459550706
Pinus pinaster,Sanos,2017-09-01,evi,0.270854435860719,0.04028092609722599,0.0104004903962912
Pinus pinaster,Sanos,2017-09-01,nbr,0.10837764132329385,0.09831224174339548,0.02538411166669922
Pinus pinaster,Sanos,2017-09-01,ndvi,0.515586194027969,0.08451750119324494,0.02182232497230021
Pinus pinaster,Sanos,2017-10-01,evi,0.2673811933377516,0.04421552675373932,0.008843105350747863
Pinus pinaster,Sanos,2017-10-01,nbr,0.159794254617015,0.09664350721784394,0.01932870144356879
Pinus pinaster,Sanos,2017-10-01,ndvi,0.5622165992482111,0.08830385186397116,0.017660770372794232
Pinus pinaster,Sanos,2017-11-01,evi,0.27805720631572295,0.06253495377590515,0.016146455635328752
Pinus pinaster,Sanos,2017-11-01,nbr,0.1974269043817207,0.10968360950713534,0.02832018619820351
Pinus pinaster,Sanos,2017-11-01,ndvi,0.5827649698353736,0.0827980295705979,0.021378359308380994
Pinus pinaster,Sanos,2017-12-01,evi,0.30137484210264703,0.06281207977984722,0.016218009261866662
Pinus pinaster,Sanos,2017-12-01,nbr,0.25031185284032587,0.0954586400307914,0.024647314872724247
Pinus pinaster,Sanos,2017-12-01,ndvi,0.6379019565928751,0.0678956013048678,0.017530568875632768
Pinus pinaster,Sanos,2018-01-01,evi,0.3042386170499143,0.05521346893188048,0.012346106980525745
Pinus pinaster,Sanos,2018-01-01,nbr,0.27086444674618304,0.10395792624884953,0.023245698989233725
Pinus pinaster,Sanos,2018-01-01,ndvi,0.6685126105584904,0.06578034890727211,0.014708933174031444
Pinus pinaster,Sanos,2018-02-01,evi,0.2995690273679792,0.04543696908755929,0.009087393817511858
