sp,status,date2,iv,mean,sd,se
Pinus pinaster,Sanos,2018-02-01,nbr,0.2066308074017972,0.10936303333411543,0.021872606666823086
Pinus pinaster,Sanos,2018-02-01,ndvi,0.6159660493901098,0.04283972771884504,0.008567945543769008
Pinus pinaster,Sanos,2018-04-01,evi,0.28623451827807406,0.032842852635164725,0.008479988086529156
Pinus pinaster,Sanos,2018-04-01,nbr,0.16393637702772346,0.081488609209471,0.0210402684249257
Pinus pinaster,Sanos,2018-04-01,ndvi,0.5706018310496273,0.059863152461524335,0.015456599502330618
Pinus pinaster,Sanos,2018-05-01,evi,0.29639157610956823,0.03375646054683915,0.010674730107362472
Pinus pinaster,Sanos,2018-05-01,nbr,0.18203752030090356,0.06481039883668405,0.020494847638784865
Pinus pinaster,Sanos,2018-05-01,ndvi,0.5471938996738315,0.07585069033163737,0.02398609435440865
Pinus pinaster,Sanos,2018-06-01,evi,0.32897974546266906,0.037391334299281674,0.006320289054602845
Pinus pinaster,Sanos,2018-06-01,nbr,0.20970931997188547,0.049047783494746644,0.008290588581117647
Pinus pinaster,Sanos,2018-06-01,ndvi,0.5507056238098258,0.06138957934354237,0.010376732835637737
Pinus pinaster,Sanos,2018-07-01,evi,0.28584446767372784,0.040410388839075766,0.006024025096091481
Pinus pinaster,Sanos,2018-07-01,nbr,0.13131118705392916,0.05765317309701729,0.008594427610899515
Pinus pinaster,Sanos,2018-07-01,ndvi,0.4668361290092549,0.06601487674464478,0.00984091679515305
Pinus pinaster,Sanos,2018-08-01,evi,0.26612017634465934,0.04172184334199428,0.006596802657071668
Pinus pinaster,Sanos,2018-08-01,nbr,0.14248416988172546,0.0602676302720687,0.009529149042032519
Pinus pinaster,Sanos,2018-08-01,ndvi,0.4510135883258592,0.06833555676912803,0.010804800228309082
Pinus pinaster,Sanos,2018-09-01,evi,0.2623747744831783,0.05256136078947181,0.008884491541108545
Pinus pinaster,Sanos,2018-09-01,nbr,0.15215823758949742,0.08451423705391498,0.014285513406250137
Pinus pinaster,Sanos,2018-09-01,ndvi,0.4929193838694226,0.08606586225098534,0.014547785933659735
Pinus pinaster,Sanos,2018-10-01,evi,0.23449041958210567,0.10100212135199278,0.018440380073453545
Pinus pinaster,Sanos,2018-10-01,nbr,0.1924730463909717,0.11016321587857604,0.020112959448002465
Pinus pinaster,Sanos,2018-10-01,ndvi,0.5378169957698298,0.1200103218313694,0.021910786800165238
Pinus pinaster,Sanos,2018-11-01,evi,0.377856571232836,0.04914098435011494,0.021976516297622067
Pinus pinaster,Sanos,2018-11-01,nbr,0.4160839429706409,0.04615488705079048,0.02064109298787846
Pinus pinaster,Sanos,2018-11-01,ndvi,0.6718891311051974,0.028837459821880216,0.012896504092028627
Pinus pinaster,Sanos,2018-12-01,evi,0.3594599375384053,0.0866100663485182,0.038733199178210734
Pinus pinaster,Sanos,2018-12-01,nbr,0.42692497328003887,0.055428398410250726,0.024788333345852377
Pinus pinaster,Sanos,2018-12-01,ndvi,0.7060533240943918,0.035500777268185235,0.015876430245148294
Pinus pinaster,Sanos,2019-01-01,evi,0.34605188663181063,0.13576410584606333,0.022948322339042617
Pinus pinaster,Sanos,2019-01-01,nbr,0.2961452259174044,0.11689720647171112,0.019759234283088907
Pinus pinaster,Sanos,2019-01-01,ndvi,0.5898688424765542,0.21930355048902428,0.037069065754573784
Pinus pinaster,Sanos,2019-02-01,evi,0.2918723647632023,0.057156002805878056,0.009037157540877468
Pinus pinaster,Sanos,2019-02-01,nbr,0.27359189100093245,0.08295234255014423,0.0131159169852478
Pinus pinaster,Sanos,2019-02-01,ndvi,0.6126452335135312,0.06074535984261273,0.00960468471945918
Pinus pinaster,Sanos,2019-03-01,evi,0.2801164299009252,0.042740928003089006,0.006757934089951673
Pinus pinaster,Sanos,2019-03-01,nbr,0.20564202967093084,0.065593561969628,0.01037125278337124
Pinus pinaster,Sanos,2019-03-01,ndvi,0.552014239654705,0.06864612655853197,0.010853905623656845
Pinus pinaster,Sanos,2019-04-01,evi,0.27932548030642984,0.03952357875927769,0.00790471575185554
Pinus pinaster,Sanos,2019-04-01,nbr,0.17216378425639364,0.06027165214111532,0.012054330428223065
Pinus pinaster,Sanos,2019-04-01,ndvi,0.531254906444423,0.07552246857574599,0.015104493715149197
Pinus pinaster,Sanos,2019-05-01,evi,0.28959728227271736,0.03668553499028404,0.0073371069980568086
Pinus pinaster,Sanos,2019-05-01,nbr,0.1501212040290093,0.07207189914633579,0.014414379829267156
Pinus pinaster,Sanos,2019-05-01,ndvi,0.5101696438224425,0.07400302359795533,0.014800604719591066
Pinus pinaster,Sanos,2019-06-01,evi,0.2506521839553862,0.03923111727205721,0.007162589295345424
Pinus pinaster,Sanos,2019-06-01,nbr,0.10607786241519869,0.0702269514307391,0.012821628481145169
Pinus pinaster,Sanos,2019-06-01,ndvi,0.4217802863522781,0.08476604287720925,0.015476091264765873
Pinus pinaster,Sanos,2019-07-01,evi,0.22453534268691533,0.030897574018271146,0.00416622803071325
Pinus pinaster,Sanos,2019-07-01,nbr,0.0979194628651089,0.06887035165263063,0.009286476322399737
Pinus pinaster,Sanos,2019-07-01,ndvi,0.3866402258235344,0.06498549654982075,0.008762642567198928
Pinus pinaster,Sanos,2019-08-01,evi,0.21377848351507558,0.0450165132558973,0.006710665583347116
Pinus pinaster,Sanos,2019-08-01,nbr,0.11160101581835548,0.10385398890063276,0.015481638594421566
Pinus pinaster,Sanos,2019-08-01,ndvi,0.3990527493801092,0.08849182814233156,0.013191582878632153
Pinus pinaster,Sanos,2019-09-01,evi,0.23682887251047635,0.032485998886470156,0.004842726788475316
Pinus pinaster,Sanos,2019-09-01,nbr,0.11656388737657558,0.08557154666747063,0.012756253019217328
Pinus pinaster,Sanos,2019-09-01,ndvi,0.4499779091563616,0.08718958709625489,0.012997456245157628
Pinus pinaster,Sanos,2019-10-01,evi,0.23965795674217286,0.05112143204693246,0.010224286409386493
Pinus pinaster,Sanos,2019-10-01,nbr,0.20420615380791227,0.09173917494893015,0.01834783498978603
Pinus pinaster,Sanos,2019-10-01,ndvi,0.5186991208685919,0.09127368268940968,0.018254736537881934
Pinus pinaster,Sanos,2019-11-01,evi,0.2547161170936213,0.05201560702813809,0.013430371984189886
Pinus pinaster,Sanos,2019-11-01,nbr,0.27753412328386007,0.10573758101622165,0.02730132602293893
Pinus pinaster,Sanos,2019-11-01,ndvi,0.5887700767144532,0.06345982395313637,0.016385256088250113
Pinus pinaster,Sanos,2019-12-01,evi,0.29553956189237307,0.07488286511438962,0.023680041148063633
Pinus pinaster,Sanos,2019-12-01,nbr,0.312061407242319,0.05962439015419443,0.01885488769857725
Pinus pinaster,Sanos,2019-12-01,ndvi,0.6411174960720727,0.0475635167128815,0.01504090463401905
Pinus pinaster,Sanos,2020-01-01,evi,0.28341455202251836,0.07178961128676406,0.014357922257352811
Pinus pinaster,Sanos,2020-01-01,nbr,0.2763776450372607,0.07416276493738613,0.014832552987477227
Pinus pinaster,Sanos,2020-01-01,ndvi,0.6152243729473289,0.05807694209830411,0.01161538841966082
Pinus pinaster,Sanos,2020-02-01,evi,0.26797404266692143,0.04995555342766837,0.01117040133178891
Pinus pinaster,Sanos,2020-02-01,nbr,0.2161148097761166,0.07705779725679342,0.01723064728625869
Pinus pinaster,Sanos,2020-02-01,ndvi,0.5874595041452976,0.06399360229100969,0.014309404484778392
Pinus pinaster,Sanos,2020-03-01,evi,0.27550450318987707,0.032514311340450935,0.01454084207976812
Pinus pinaster,Sanos,2020-03-01,nbr,0.16167357169281268,0.023400000551689663,0.010464798381422133
Pinus pinaster,Sanos,2020-03-01,ndvi,0.5456376996043075,0.03695215422240491,0.01652550575127065
Pinus pinaster,Sanos,2020-04-01,evi,0.2826234674689068,0.03291120122288551,0.014718336631109242
Pinus pinaster,Sanos,2020-04-01,nbr,0.19439338908272477,0.016502738617279692,0.007380249072629655
Pinus pinaster,Sanos,2020-04-01,ndvi,0.5537047533816455,0.05465905123720911,0.024444270830408708
Pinus pinaster,Sanos,2020-05-01,evi,0.30890313655701584,0.029598351485093204,0.005403894924450693
Pinus pinaster,Sanos,2020-05-01,nbr,0.20741263415071962,0.04507419293654701,0.008229384077562274
Pinus pinaster,Sanos,2020-05-01,ndvi,0.5304633691123878,0.0636943141093663,0.011628937540839832
Pinus pinaster,Sanos,2020-06-01,evi,0.2597513100851759,0.0630604310046931,0.009400494027795274
Pinus pinaster,Sanos,2020-06-01,nbr,0.17337041511952897,0.06774133246711542,0.010098281618858907
Pinus pinaster,Sanos,2020-06-01,ndvi,0.4980752572337238,0.07239345932149406,0.010791779744615102
Pinus pinaster,Sanos,2020-07-01,evi,0.2382654915679912,0.03979810955454782,0.005366375997594637
Pinus pinaster,Sanos,2020-07-01,nbr,0.10838430043740473,0.0623091295790051,0.008401761318473913
Pinus pinaster,Sanos,2020-07-01,ndvi,0.42911284530630023,0.08625014346566591,0.011629966972397371
Pinus pinaster,Sanos,2020-08-01,evi,0.23968632618833102,0.039593326137358484,0.005599341880291352
Pinus pinaster,Sanos,2020-08-01,nbr,0.11751598081513515,0.0723529368519719,0.010232250457358276
Pinus pinaster,Sanos,2020-08-01,ndvi,0.4419483090487354,0.09554515232651173,0.013512125023915616
Pinus pinaster,Sanos,2020-09-01,evi,0.23524045351152,0.04401314593891384,0.008035664285836668
Pinus pinaster,Sanos,2020-09-01,nbr,0.14021613850258735,0.08230515720836376,0.015026797067343252
Pinus pinaster,Sanos,2020-09-01,ndvi,0.47927389718755997,0.09001150045124545,0.016433776410677857
Pinus pinaster,Sanos,2020-10-01,evi,0.2811196581981143,0.04892303191161677,0.010939522501976657
Pinus pinaster,Sanos,2020-10-01,nbr,0.230206832152908,0.0778764826272685,0.017413710900315377
Pinus pinaster,Sanos,2020-10-01,ndvi,0.557659343540498,0.10079928181585852,0.02253940462234181
Pinus pinaster,Sanos,2020-11-01,evi,0.2893309028577693,0.05849491930891717,0.01849771765639407
Pinus pinaster,Sanos,2020-11-01,nbr,0.3485772438791693,0.08215009533384399,0.025978141125491745
Pinus pinaster,Sanos,2020-11-01,ndvi,0.6705974320988021,0.06636267386752245,0.020985720104030613
Pinus pinaster,Sanos,2020-12-01,evi,0.2931477899292083,0.07116392513712187,0.03182547483046211
Pinus pinaster,Sanos,2020-12-01,nbr,0.38366445580626585,0.05647114040206591,0.025254661741190836
Pinus pinaster,Sanos,2020-12-01,ndvi,0.6112813506456554,0.03798470665156336,0.016987277235656816
Pinus pinaster,Sanos,2021-01-01,evi,0.3298194317658225,0.06902186649202115,0.011666824827007061
Pinus pinaster,Sanos,2021-01-01,nbr,0.47213006141192976,0.16022923298920408,0.027083683598542522
Pinus pinaster,Sanos,2021-01-01,ndvi,0.6101010011409868,0.15659006616636975,0.026468552133745465
Pinus pinaster,Sanos,2021-02-01,evi,0.2827774768758777,0.06444477190592564,0.02882057815522368
Pinus pinaster,Sanos,2021-02-01,nbr,0.3821863383171903,0.11157258524346275,0.049896777005954525
Pinus pinaster,Sanos,2021-02-01,ndvi,0.6931752641881108,0.06689012427959101,0.02991417298251493
Pinus pinaster,Sanos,2021-03-01,evi,0.2552701226192929,0.08074541469039574,0.0180552236119135
Pinus pinaster,Sanos,2021-03-01,nbr,0.2763167275219598,0.08457721718517994,0.018912040697382573
Pinus pinaster,Sanos,2021-03-01,ndvi,0.5847401090855936,0.07150078432889014,0.015988061420395
Pinus pinaster,Sanos,2021-04-01,evi,0.29636297057793504,0.032331226346161625,0.008347886746743097
Pinus pinaster,Sanos,2021-04-01,nbr,0.25276496440993845,0.05136368161249326,0.013262045565672434
Pinus pinaster,Sanos,2021-04-01,ndvi,0.5725817851163933,0.08784296790450294,0.02268095678503817
Pinus pinaster,Sanos,2021-05-01,evi,0.28677025726724886,0.052940465003242544,0.011837847850769894
Pinus pinaster,Sanos,2021-05-01,nbr,0.2521894989826619,0.05408148156837198,0.01209298691107817
Pinus pinaster,Sanos,2021-05-01,ndvi,0.5002469595964224,0.16359439101192041,0.03658081790403346
Pinus pinaster,Sanos,2021-06-01,evi,0.27335876488822675,0.03626015670330639,0.007252031340661278
Pinus pinaster,Sanos,2021-06-01,nbr,0.14829403539669211,0.07357904149502724,0.014715808299005447
Pinus pinaster,Sanos,2021-06-01,ndvi,0.5240419801057368,0.07491141228257406,0.014982282456514812
Pinus pinaster,Sanos,2021-07-01,evi,0.2650019640914888,0.0409815906233564,0.0055259565523583555
Pinus pinaster,Sanos,2021-07-01,nbr,0.12507067551943404,0.08406845857303329,0.011335788641487161
Pinus pinaster,Sanos,2021-07-01,ndvi,0.4901039971822095,0.08754341778082228,0.011804352045478505
Pinus pinaster,Sanos,2021-08-01,evi,0.23401218850087324,0.05245467519402668,0.007138177158266199
Pinus pinaster,Sanos,2021-08-01,nbr,0.11680153390319145,0.08773318394435924,0.01193897412074543
Pinus pinaster,Sanos,2021-08-01,ndvi,0.4504051080311258,0.11058849200457602,0.015049187601948247
Pinus pinaster,Sanos,2021-09-01,evi,0.20476081952706568,0.22828569332428963,0.0523723298661419
Pinus pinaster,Sanos,2021-09-01,nbr,0.21646541726296073,0.11814022469320004,0.02710322634762355
Pinus pinaster,Sanos,2021-09-01,ndvi,0.538141494306412,0.17557700013583077,0.04028012633695333
Pinus pinaster,Sanos,2021-10-01,evi,0.26570850833549015,0.039906582666127205,0.007981316533225442
Pinus pinaster,Sanos,2021-10-01,nbr,0.24501266327023574,0.11548471907564024,0.02309694381512805
Pinus pinaster,Sanos,2021-10-01,ndvi,0.6147473408385312,0.11093363031992265,0.02218672606398453
Pinus pinaster,Sanos,2021-11-01,evi,0.28154262799795576,0.048062456548229035,0.009612491309645806
Pinus pinaster,Sanos,2021-11-01,nbr,0.2941732022189223,0.11353977561425697,0.022707955122851394
Pinus pinaster,Sanos,2021-11-01,ndvi,0.6511348296731269,0.09017542143900421,0.018035084287800842
Pinus pinaster,Sanos,2021-12-01,evi,0.2944750096900733,0.0540423901012927,0.013953685123436746
Pinus pinaster,Sanos,2021-12-01,nbr,0.411549466323498,0.09236137051771304,0.023847603323199684
Pinus pinaster,Sanos,2021-12-01,ndvi,0.6680829799566741,0.07994921429512437,0.020642798367158977
Pinus pinaster,Sanos,2022-01-01,evi,0.2941292100314856,0.049972774837490096,0.008446940654898982
Pinus pinaster,Sanos,2022-01-01,nbr,0.380833332408288,0.10912338927801656,0.018445219347742375
Pinus pinaster,Sanos,2022-01-01,ndvi,0.6762571990444006,0.0844640710637329,0.014277033806241127
Pinus pinaster,Sanos,2022-02-01,evi,0.2846024864712653,0.04416937957122095,0.006983792114078479
Pinus pinaster,Sanos,2022-02-01,nbr,0.2833241818408174,0.10333261990233694,0.016338321774191526
Pinus pinaster,Sanos,2022-02-01,ndvi,0.5982403458967683,0.09672321919660093,0.015293283764249021
Pinus pinaster,Sanos,2022-03-01,evi,0.27122595666643173,0.03626359417454204,0.01621757233654827
Pinus pinaster,Sanos,2022-03-01,nbr,0.2878169505936745,0.09118621974402588,0.04077971719177507
Pinus pinaster,Sanos,2022-03-01,ndvi,0.6062610210469074,0.13638300642721846,0.06099233466941024
Pinus pinaster,Sanos,2022-04-01,evi,0.2869593013599732,0.03809960835278747,0.007619921670557495
Pinus pinaster,Sanos,2022-04-01,nbr,0.21430559590232184,0.08296169107761352,0.016592338215522702
Pinus pinaster,Sanos,2022-04-01,ndvi,0.5850563407669851,0.1001869544358707,0.02003739088717414
Pinus pinaster,Sanos,2022-05-01,evi,0.2974688210117257,0.03070125476272793,0.004341813086732141
Pinus pinaster,Sanos,2022-05-01,nbr,0.19999305848113694,0.06661082683868294,0.009420193471615117
Pinus pinaster,Sanos,2022-05-01,ndvi,0.5541886157716013,0.08791325490363315,0.0124328117397081
Pinus pinaster,Sanos,2022-06-01,evi,0.25385122222869444,0.04983427752286286,0.009966855504572571
Pinus pinaster,Sanos,2022-06-01,nbr,0.13424352187269215,0.10712459810798691,0.021424919621597382
Pinus pinaster,Sanos,2022-06-01,ndvi,0.42506548607439315,0.1565226227965135,0.0313045245593027
Pinus pinaster,Sanos,2022-07-01,evi,0.24654491484372754,0.04132413621246369,0.005844115388501929
Pinus pinaster,Sanos,2022-07-01,nbr,0.11297824390844426,0.08827956774523936,0.012484616198575193
Pinus pinaster,Sanos,2022-07-01,ndvi,0.45131111347233954,0.09473937120083151,0.013398170364291492
Pinus pinaster,Sanos,2022-08-01,evi,0.20653977968076084,0.12735330953345306,0.015796233947039162
Pinus pinaster,Sanos,2022-08-01,nbr,0.14633526803287203,0.100606956520059,0.012478757149793553
Pinus pinaster,Sanos,2022-08-01,ndvi,0.39922287627999997,0.1505764945202512,0.01867671553319276
Pinus pinaster,Sanos,2022-09-01,evi,0.261997429731351,0.04899349414113672,0.010955278335481938
Pinus pinaster,Sanos,2022-09-01,nbr,0.20928153727949625,0.11178586084695405,0.024996078377712144
Pinus pinaster,Sanos,2022-09-01,ndvi,0.51807858097587,0.13375720717847162,0.029909020773158535
Pinus pinaster,Sanos,2022-10-01,evi,0.29511533559651076,0.0477069547900954,0.010667599391016252
Pinus pinaster,Sanos,2022-10-01,nbr,0.185520402012876,0.11644110126623655,0.026037021780624177
Pinus pinaster,Sanos,2022-10-01,ndvi,0.4663503354399374,0.17580017241348653,0.03931011359727391
Pinus pinaster,Sanos,2022-11-01,evi,0.317937745223629,0.07463036320896593,0.03337571306414943
Pinus pinaster,Sanos,2022-11-01,nbr,0.4410937259606682,0.047439768779534396,0.021215709565582226
Pinus pinaster,Sanos,2022-11-01,ndvi,0.6991072189856595,0.05855342142513079,0.026185886124357013
Pinus pinaster,Sanos,2022-12-01,evi,0.29650570686542255,0.08807245540613069,0.039387199446685416
Pinus pinaster,Sanos,2022-12-01,nbr,0.46135091108959003,0.05349096280151078,0.023921885801218137
Pinus pinaster,Sanos,2022-12-01,ndvi,0.7131875254978792,0.06749656978410956,0.030185383657065454
Pinus pinaster,Sanos,2023-01-01,evi,0.32911725436462375,0.07959589044257503,0.01779818217592236
Pinus pinaster,Sanos,2023-01-01,nbr,0.41319700012156396,0.06333117256209729,0.014161280694361905
Pinus pinaster,Sanos,2023-01-01,ndvi,0.7007745531859702,0.06345693645641451,0.014189402356042746
Pinus pinaster,Sanos,2023-02-01,evi,0.3411767492187257,0.06144926275455999,0.012289852550911997
Pinus pinaster,Sanos,2023-02-01,nbr,0.3401968234517778,0.08572234476592946,0.017144468953185894
Pinus pinaster,Sanos,2023-02-01,ndvi,0.5882337902671879,0.16390167438119882,0.03278033487623976
Pinus pinaster,Sanos,2023-03-01,evi,0.31158254236312516,0.04586699848294192,0.009173399696588385
Pinus pinaster,Sanos,2023-03-01,nbr,0.30456776677382974,0.0474679299314923,0.00949358598629846
Pinus pinaster,Sanos,2023-03-01,ndvi,0.6310436828340186,0.09845093803987076,0.01969018760797415
Pinus pinaster,Sanos,2023-04-01,evi,0.32276581388154973,0.09374393269815251,0.015845616714965458
Pinus pinaster,Sanos,2023-04-01,nbr,0.21475115185618332,0.06702534548464359,0.01132935118219906
Pinus pinaster,Sanos,2023-04-01,ndvi,0.4993266769705047,0.19794540870455155,0.03345888087412537
Pinus pinaster,Sanos,2023-05-01,evi,0.2834954247012035,0.036226779103948795,0.008100554068229841
Pinus pinaster,Sanos,2023-05-01,nbr,0.1898802784278613,0.07578154516255439,0.016945268642344195
Pinus pinaster,Sanos,2023-05-01,ndvi,0.49856300843311374,0.10945695641840866,0.024475319516179365
Pinus pinaster,Sanos,2023-06-01,evi,0.2800109682647481,0.049369120712005395,0.009873824142401079
Pinus pinaster,Sanos,2023-06-01,nbr,0.14034265832834558,0.09897662449019191,0.019795324898038383
Pinus pinaster,Sanos,2023-06-01,ndvi,0.47879608052424594,0.0962108339561939,0.01924216679123878
Pinus pinaster,Sanos,2023-07-01,evi,0.24038286080322085,0.08081244001749957,0.012046807287116889
Pinus pinaster,Sanos,2023-07-01,nbr,0.11394189968456409,0.14110106381318255,0.021034104692254123
Pinus pinaster,Sanos,2023-07-01,ndvi,0.4867226724262878,0.1198733428984499,0.01786966289407171
Pinus pinaster,Sanos,2023-08-01,evi,0.24783609275453494,0.043972673657007466,0.006555059163298864
Pinus pinaster,Sanos,2023-08-01,nbr,0.13019247358549293,0.11159784903593088,0.01663602510580672
Pinus pinaster,Sanos,2023-08-01,ndvi,0.4844031869166928,0.11986337546017882,0.017868177036102665
Pinus pinaster,Sanos,2023-09-01,evi,0.0981643357538756,0.4528902274322613,0.07160823243588083
Pinus pinaster,Sanos,2023-09-01,nbr,0.23141708536549616,0.14934714162184237,0.02361385647803776
Pinus pinaster,Sanos,2023-09-01,ndvi,0.46780952473528997,0.2654855033024462,0.0419769438095942
Pinus pinaster,Sanos,2023-10-01,evi,0.32079215439391623,0.046164694642700475,0.010322739538159863
Pinus pinaster,Sanos,2023-10-01,nbr,0.3534987744818979,0.11712196702699162,0.02618926799308422
Pinus pinaster,Sanos,2023-10-01,ndvi,0.6521920226871197,0.10801632499735446,0.024153184537379434
Pinus pinaster,Sanos,2023-11-01,evi,0.2809102502403521,0.10465608417013031,0.02702208473801309
Pinus pinaster,Sanos,2023-11-01,nbr,0.4553445197606053,0.07239158216579575,0.018691426142248852
Pinus pinaster,Sanos,2023-11-01,ndvi,0.7003028310802571,0.09199044061623138,0.0237518296344631
Pinus pinaster,Sanos,2023-12-01,evi,0.3342334991427285,0.06796251679268267,0.012408201170725316
Pinus pinaster,Sanos,2023-12-01,nbr,0.5166250879700416,0.05936734895201161,0.010838945400099147
Pinus pinaster,Sanos,2023-12-01,ndvi,0.7515431649939619,0.07719996305065288,0.014094720400469307
Pinus sylvestris,Decaimiento,2017-06-01,evi,0.28525565505153644,0.03482535052141123,0.006358210017867076
Pinus sylvestris,Decaimiento,2017-06-01,nbr,0.18680741806576057,0.09369295349971275,0.017105914703691757
Pinus sylvestris,Decaimiento,2017-06-01,ndvi,0.6012380924698965,0.073740454725011,0.013463103484525646
Pinus sylvestris,Decaimiento,2017-07-01,evi,0.27285897003960125,0.034863588102562675,0.004930455912763341
Pinus sylvestris,Decaimiento,2017-07-01,nbr,0.16808598850948553,0.09085290991293767,0.012848541737993746
Pinus sylvestris,Decaimiento,2017-07-01,ndvi,0.5890945095422079,0.08195568089359132,0.011590283543323837
Pinus sylvestris,Decaimiento,2017-08-01,evi,0.2640371936567331,0.029258004406410996,0.006542288673872337
Pinus sylvestris,Decaimiento,2017-08-01,nbr,0.16573840719378907,0.10430499444864533,0.023323305797990915
Pinus sylvestris,Decaimiento,2017-08-01,ndvi,0.6065595247932914,0.07747966658173398,0.017324980135077595
Pinus sylvestris,Decaimiento,2017-09-01,evi,0.27066634895515007,0.032606028171562496,0.005155465723687645
Pinus sylvestris,Decaimiento,2017-09-01,nbr,0.23262692252074077,0.12044516343852402,0.019044052480848686
Pinus sylvestris,Decaimiento,2017-09-01,ndvi,0.6361675801889836,0.0726839581663277,0.011492342858099554
Pinus sylvestris,Decaimiento,2017-10-01,evi,0.2663606380788965,0.03634298232799355,0.00513967385053342
Pinus sylvestris,Decaimiento,2017-10-01,nbr,0.24878244024430557,0.12208844783606665,0.01726591387388456
Pinus sylvestris,Decaimiento,2017-10-01,ndvi,0.6480102583843759,0.070948458814411,0.010033627268480899
Pinus sylvestris,Decaimiento,2017-12-01,evi,0.2552674300982917,0.05175934506927535,0.009449920285378634
Pinus sylvestris,Decaimiento,2017-12-01,nbr,0.3837092184295382,0.12269656851729915,0.02240122610180098
Pinus sylvestris,Decaimiento,2017-12-01,ndvi,0.6844202721546581,0.08287722057348192,0.01513124107047576
Pinus sylvestris,Decaimiento,2018-01-01,evi,0.2411679202568338,0.06189862991773862,0.009787032729194746
Pinus sylvestris,Decaimiento,2018-01-01,nbr,0.5981314381065981,0.22681969490221443,0.03586334270377401
Pinus sylvestris,Decaimiento,2018-01-01,ndvi,0.4711711915694459,0.2244335267516797,0.035486056391981956
Pinus sylvestris,Decaimiento,2018-02-01,evi,0.23778255832581222,0.04158847657696956,0.00929946607067617
Pinus sylvestris,Decaimiento,2018-02-01,nbr,0.1813812687290157,0.10729803554746803,0.023992570133632738
Pinus sylvestris,Decaimiento,2018-02-01,ndvi,0.5537139177818141,0.09379844633002683,0.020973970217780566
Pinus sylvestris,Decaimiento,2018-04-01,evi,0.27542630067779533,0.022147786446354085,0.0035018725150742767
Pinus sylvestris,Decaimiento,2018-04-01,nbr,0.2195442460233115,0.06034695013312487,0.009541690613263798
Pinus sylvestris,Decaimiento,2018-04-01,ndvi,0.5764111275842518,0.062362833142982514,0.00986042970364309
Pinus sylvestris,Decaimiento,2018-05-01,nbr,0.2159935451261278,0.03230270547139406,0.01021501238751883
Pinus sylvestris,Decaimiento,2018-05-01,ndvi,0.5692996868410473,0.03909924610679195,0.012364267249293365
Pinus sylvestris,Decaimiento,2018-06-01,evi,0.3661656634694714,0.05435719826317874,0.007687268699639062
Pinus sylvestris,Decaimiento,2018-06-01,nbr,0.28557885040914205,0.06917671393522193,0.009783064704759472
Pinus sylvestris,Decaimiento,2018-06-01,ndvi,0.5841770034121014,0.10651333505205192,0.015063260300420139
Pinus sylvestris,Decaimiento,2018-07-01,evi,0.2751138026463734,0.11863157341626672,0.01417918505174755
Pinus sylvestris,Decaimiento,2018-07-01,nbr,0.2207873543256838,0.17622912061371165,0.02106340867553497
Pinus sylvestris,Decaimiento,2018-07-01,ndvi,0.6666339104235652,0.13095575018496844,0.01565220591779221
Pinus sylvestris,Decaimiento,2018-08-01,evi,0.28063662912715814,0.09316142672026945,0.010415764151369388
Pinus sylvestris,Decaimiento,2018-08-01,nbr,0.21242053868003002,0.14422174036572252,0.016124480764554045
Pinus sylvestris,Decaimiento,2018-08-01,ndvi,0.5350855676378349,0.20240921041074345,0.022630037687524023
Pinus sylvestris,Decaimiento,2018-09-01,evi,0.2572621335616169,0.08596817587527744,0.009611534257938892
Pinus sylvestris,Decaimiento,2018-09-01,nbr,0.34061605191701944,0.13312285615192318,0.014883587785731314
Pinus sylvestris,Decaimiento,2018-09-01,ndvi,0.605310432461389,0.08257503379124552,0.009232169440078358
Pinus sylvestris,Decaimiento,2018-10-01,evi,0.3046087766401791,0.046852648219291464,0.006625965054481763
Pinus sylvestris,Decaimiento,2018-10-01,nbr,0.31361594767746487,0.10495804632959337,0.014843309259949459
Pinus sylvestris,Decaimiento,2018-10-01,ndvi,0.5879969529415432,0.17206801161714838,0.024334091567954252
Pinus sylvestris,Decaimiento,2018-12-01,evi,0.31793210495243884,0.06195566101051355,0.011311504366867195
Pinus sylvestris,Decaimiento,2018-12-01,nbr,0.44626922803896824,0.1053787742630463,0.019239443915371766
Pinus sylvestris,Decaimiento,2018-12-01,ndvi,0.7434058634602674,0.051171667485581024,0.00934262552900213
Pinus sylvestris,Decaimiento,2019-01-01,evi,0.31188320899670935,0.06321928796333354,0.008161574981369393
Pinus sylvestris,Decaimiento,2019-01-01,nbr,0.43940591639935467,0.12075854831174494,0.015589861550785731
Pinus sylvestris,Decaimiento,2019-01-01,ndvi,0.7453292448772514,0.055374943299266115,0.007148874439841255
Pinus sylvestris,Decaimiento,2019-02-01,evi,0.27610438809567006,0.06291940770021456,0.007520307616567119
Pinus sylvestris,Decaimiento,2019-02-01,nbr,0.38823117073409014,0.11049205633961906,0.013206326684130036
Pinus sylvestris,Decaimiento,2019-02-01,ndvi,0.7154578254020855,0.057978406622140544,0.006929745031840504
Pinus sylvestris,Decaimiento,2019-03-01,evi,0.3293673262698266,0.03868086510006136,0.0040773211860636914
Pinus sylvestris,Decaimiento,2019-03-01,nbr,0.3734121210465089,0.08564304468656384,0.009027569565370768
Pinus sylvestris,Decaimiento,2019-03-01,ndvi,0.7104288556626959,0.059935289282178145,0.006317734211758708
